X,Y,site_id,site_typ,botanic,diameter,conditn,planted,add_num,add_str,modified,GlobalID
1454894.51778883,726008.608133823,4341,T,Acer platenoides 'Emerald Queen',12,70,0, , ,2013/12/12 00:00:00+00,{A229CBC7-5A9E-4FE9-81DF-4BD278DCB7DC}
1454883.01617141,726012.297430903,4342,S,Acer platenoides 'Emerald Queen',13,0,0, , ,2023/03/16 00:00:00+00,{7B8822FB-BFED-411E-8968-5A4E2587B79F}
1454869.99520008,726015.98672799,4343,T,Acer platenoides 'Emerald Queen',13,50,0, , ,2023/03/16 00:00:00+00,{7F9A81CB-F24C-4B7C-9867-0EDB13A3EAD1}
1454855.23833983,726020.109751239,4344,T,Acer platenoides 'Emerald Queen',13,70,0, , ,2013/12/12 00:00:00+00,{D766696A-FD68-40B9-9073-BBF7AFE97187}
1454842.00050541,726024.233102575,4345,S,Acer platenoides 'Emerald Queen',12,0,0, , ,2023/03/16 00:00:00+00,{CF20E993-F628-414E-A48D-184F56510BF5}
1454824.63931966,726029.658288568,4346,S,Acer platenoides 'Emerald Queen',10,0,0, , ,2018/09/10 00:00:00+00,{B6F71AC7-1B67-4EA6-B789-0A5D5C2E9256}
1454812.05240258,726034.215694152,4347,S,Acer platenoides 'Emerald Queen',13,0,0, , ,2023/03/16 00:00:00+00,{F53C79FC-CC16-429A-816B-8CDA2A963F39}
1454797.94645966,726038.989962824,4348,R,Unknown,0,0,0, , ,2014/07/11 00:00:00+00,{5B52699E-C767-4E85-816C-DAF458736B43}
1454776.02819641,726047.236665487,4349,T,Acer rubrum,13,70,0, , ,2023/03/17 00:00:00+00,{D074A74B-621A-435F-A91B-6653CA89B0FE}
1454749.33533641,726054.398068488,4350,T,Acer rubrum,14,70,0, , ,2023/03/17 00:00:00+00,{DF7AAD92-8D8F-44B3-AF36-3EFA7FF5E68C}
1454742.82517883,725957.826739319,4351,T,Acer rubrum,13,50,0, , ,2023/03/16 00:00:00+00,{3718B4E3-1E73-460A-8516-6C7322C6A027}
1454699.63924158,725903.573238902,4352,T,Acer rubrum,22,70,0, , ,2023/03/16 00:00:00+00,{9EAE6D94-EAEA-4016-AF4B-B3ACF20C1AA3}
1454750.34386458,725936.569235906,4353,R,Unknown,0,0,0, , ,2014/07/11 00:00:00+00,{27DC94AE-C421-4068-ABB9-AD53C9352C30}
1454766.48982966,725931.881909318,4354,R,Unknown,0,0,0, , ,2014/07/11 00:00:00+00,{527A953E-112F-4271-B0F0-F20EB032418D}
1454784.58854675,725925.110925488,4355,R,Unknown,0,0,0, , ,2014/07/11 00:00:00+00,{DD1008CF-559E-437A-9A0E-9228A22AF704}
1454804.38050191,725919.121436156,4356,T,Pinus nigra,16,80,0, , ,2023/03/16 00:00:00+00,{20E83357-2784-4619-AEF6-91D348FC82A5}
1454819.87522158,725913.913113236,4357,T,Pinus nigra,12,80,0, , ,2013/12/13 00:00:00+00,{61F51581-E49F-4829-81A8-27615109AB73}
1454835.10944308,725908.96528849,4358,T,Pinus nigra,16,80,0, , ,2023/03/16 00:00:00+00,{CBDC5D4E-7EA0-4550-82F9-A4653DE8445B}
1454851.64615541,725902.454802819,4359,T,Pinus nigra,13,80,0, , ,2023/03/16 00:00:00+00,{B30B5E53-181C-46D5-A2B6-EB2D749606FB}
1454866.75012783,725897.376728989,4360,T,Pinus nigra,18,70,0, , ,2013/12/13 00:00:00+00,{C8D14DC4-14F7-4EFE-8EB9-78CF07493C31}
1454862.25801083,725876.017191656,4361,T,Pinus nigra,19,70,0, , ,2013/12/13 00:00:00+00,{F0A74B36-7CEB-4731-83DE-A1EC269C66C9}
1454843.44275974,725881.621511154,4362,T,Pinus nigra,17,70,0, , ,2023/03/16 00:00:00+00,{9394B0EF-285B-4738-8984-393C007EBCA4}
1454829.25020283,725886.829834074,4363,T,Pinus nigra,18,70,0, , ,2023/03/16 00:00:00+00,{9562C4D8-6F2B-460D-A8EB-99ABD9930854}
1454810.7607385,725892.949572489,4364,T,Pinus nigra,18,70,0, , ,2023/03/16 00:00:00+00,{D4BE1206-9BA6-4DC7-9ED7-F0D730FD9DFB}
1454794.22402616,725899.32980907,4365,T,Pinus nigra,15,80,0, , ,2013/12/13 00:00:00+00,{95733C9C-C84D-4EAB-80A8-D0B7C78460F9}
1454773.32839866,725905.798628151,4366,R,Unknown,0,0,0, , ,2014/07/11 00:00:00+00,{A0E5AD3A-41EE-42DA-AA02-C7A7FA3D0AB3}
1454575.75825575,726149.609492235,4367,T,Malus spp,4,70,0,42,oak st,2020/01/22 00:00:00+00,{1F978690-05D9-4EAB-A0C6-3DDB9E06671D}
1454622.99897491,726135.16365499,4368,T,Malus spp,5,70,0,48,oak st,2020/01/22 00:00:00+00,{3052AB7E-278E-4F49-83DE-12D933E15E5E}
1454664.03957525,726122.786383152,4369,T,syringa reticulata,4,80,0,54,oak st,2020/01/22 00:00:00+00,{F14F0FBF-7DE6-46B4-8B9E-627852045D8F}
1454770.81035908,726088.671950072,4370,T,syringa reticulata,4,80,0,62,oak st,2013/12/13 00:00:00+00,{70688D18-E242-4FFB-AC5B-FF6C1BE815AF}
1454797.63314008,726236.58864899,4371,T,Tilia cordata 'Shamrock',13,70,0,62,oak st,2022/07/15 00:00:00+00,{9B7CB968-59C5-44E1-BD0E-F822F10FD7E3}
1454827.32074475,726227.473837823,4372,T,Tilia cordata 'Shamrock',8,70,0,62,oak st,2022/07/15 00:00:00+00,{9CE3D49E-FD8A-4875-9FAF-8497206DF700}
1454855.18519033,726218.619852908,4373,T,Tilia cordata 'Shamrock',11,70,0,62,oak st,2022/07/15 00:00:00+00,{3481EB7D-CD50-4D75-A564-2CEBA0EABE68}
1454875.49781375,726212.369865403,4374,T,Tilia cordata 'Shamrock',9,70,0,62,oak st,2022/07/15 00:00:00+00,{099794DD-D344-4EFE-A58C-065280E818DD}
1454921.33105541,726198.307229489,4375,T,Tilia cordata 'Shamrock',13,70,0,62,oak st,2022/07/15 00:00:00+00,{7379BED9-A8E7-4915-B0FA-DC840FCD0B8F}
1454946.59150358,726190.234410986,4376,T,Tilia cordata 'Shamrock',13,70,0,62,oak st,2022/07/15 00:00:00+00,{B289CC26-3871-4F80-A7E1-F77B764F9FD8}
1454900.23726558,726239.713642739,4377,T,Acer x freemanii 'Autumn Blaze',13,80,0,18,luck st,2022/07/15 00:00:00+00,{2E74FF5B-8B47-4569-886F-253E8C4B5531}
1454924.45604916,726232.682160735,4378,T,Acer x freemanii 'Autumn Blaze',14,70,0,20,luck st,2022/07/15 00:00:00+00,{57A9EA82-6DCE-4B19-89B0-F304546D57FA}
1454988.25808691,726239.973812819,4379,T,Gleditsia triacanthos var. inermis 'Shademaster',24,70,0,47,saint marys st,2020/10/16 00:00:00+00,{E1E5E55B-249F-4ECD-BA6D-CE74C2F655CD}
1454997.89356633,726259.244771652,4380,T,Gleditsia triacanthos var. inermis 'Shademaster',16,70,0,49,saint marys st,2020/10/16 00:00:00+00,{3D7A0F27-3EE3-4161-9CC5-72CB0E89421A}
1455010.39354133,726299.088523991,4381,T,Gleditsia triacanthos var. inermis 'Shademaster',25,70,0,55,saint marys st,2020/10/16 00:00:00+00,{F2059F73-F535-4E64-B883-6BBE9036E320}
1455026.53950641,726355.598909654,4382,T,Gleditsia triacanthos var. inermis 'Shademaster',29,80,0,59,saint marys st,2020/10/15 00:00:00+00,{3D9D5C45-E49E-46FF-96DD-23004D299FB6}
1455037.73731866,726385.286514319,4383,T,Gleditsia triacanthos var. inermis 'Shademaster',25,80,0,59,saint marys st,2020/10/15 00:00:00+00,{C4BAA9B3-6EB6-43B1-A995-E0F353447FAA}
1455029.404002,726241.796971902,4384,T,Gleditsia triacanthos var. inermis 'Shademaster',21,80,0,28,luck st,2020/10/16 00:00:00+00,{44F531C9-EF04-4842-89D4-8F947C3B0326}
1454998.67473274,726148.046831325,4385,T,Gleditsia triacanthos var. inermis 'Shademaster',21,70,0,25,luck st,2021/08/26 00:00:00+00,{189EA883-7131-4094-B975-066E0F01476B}
1454973.93528091,726070.963652156,4386,T,Malus spp,4,80,0,76,oak st,2013/12/13 00:00:00+00,{19EA79E3-9F60-4BD8-A686-AC24821465EF}
1454966.64362883,726039.973884739,4387,T,Acer saccharinum,31,70,0,76,oak st,2020/01/31 00:00:00+00,{7392226F-E099-4C4D-B32E-3C10C0E3BE27}
1455010.91453766,726013.151103735,4388,T,Malus spp,3,70,0,76,oak st,2013/12/13 00:00:00+00,{CDA58BB4-14DB-4E1E-B410-2EC9A751054C}
1455033.04999208,726005.859451652,4389,T,syringa reticulata,3,70,0,82,oak st,2013/12/13 00:00:00+00,{EE2CE4AA-4980-449C-BD23-DC5E6A55F2AC}
1455034.87282308,726164.192796402,4390,T,Quercus rubra,31,80,0,25,luck st,2022/09/22 00:00:00+00,{BB02DE99-DF91-468E-BD6F-AC36F99607A3}
1455062.73726866,726154.817815155,4391,T,Acer saccharinum,36,70,0,25,luck st,2022/09/22 00:00:00+00,{A89C6C01-BABA-4ADF-9AB6-D25B0BDB123A}
1455115.080996,726138.67185007,4392,T,Acer x freemanii 'Autumn Blaze',14,70,0,33,luck st,2022/09/22 00:00:00+00,{0CAE82C6-3D1C-4203-B1A2-36C0A5E083B6}
1455192.42500141,726114.713564657,4393,T,Acer rubrum,14,70,0,183,intervale av,2022/09/22 00:00:00+00,{E68EC3B4-148A-454B-85C8-76DC7DD4AD08}
1455223.41444075,726105.859251656,4394,T,Acer x freemanii 'Autumn Blaze',14,70,0,183,intervale av,2022/09/22 00:00:00+00,{FEA4D8AC-C480-48FB-981C-CBF3F388455D}
1455097.112528,726177.73443599,4395,T,Prunus spp,4,70,0,28,luck st,2022/09/22 00:00:00+00,{E36C587D-D504-4192-8DD3-6C6C2B9E4417}
1455158.83123658,726159.765639909,4396,T,syringa reticulata,6,70,0,38,luck st,2022/09/22 00:00:00+00,{3F7FBE61-4BB3-4912-96AB-26D9D18336DB}
1455195.81016525,726147.786333159,4397,T,syringa reticulata,9,50,0,40,luck st,2022/09/22 00:00:00+00,{CC33C021-0CA2-45F0-A183-659EB0DDDABD}
1455381.7477855,726299.349022157,4398,S,Tilia cordata 'Greenspire',21,0,0,227,intervale av,2022/09/23 00:00:00+00,{AB991AAE-1969-4799-B0F9-38D1A063BFB2}
1455316.23052808,726196.836431906,4399,T,Tilia cordata 'Greenspire',19,70,0,219,intervale av,2022/08/01 00:00:00+00,{8E98FBAD-B67C-434D-87DA-30B56B6A28E4}
1455286.17481391,726150.911326908,4400,T,Tilia cordata 'Greenspire',24,70,0,44,luck st,2013/12/13 00:00:00+00,{8BD82031-BC13-4909-8DEE-DC31E2258CBB}
1455221.33111158,726047.526034988,4401,T,Acer rubrum,33,50,0,183,intervale av,2022/09/22 00:00:00+00,{03F19B6F-E02D-443C-A7F5-E7D36CB920CE}
1455135.65411758,725910.546978235,4402,T,Tilia cordata 'Greenspire',22,70,0,179,intervale av,2013/12/13 00:00:00+00,{F293CCE4-8F21-4F4B-B4D4-6430B59366A9}
1455112.47699858,725874.609386072,4403,T,Celtis occidentalis,14,70,0,177,intervale av,2022/08/01 00:00:00+00,{6174C58A-42B4-4EC8-B45C-AD0E1256E556}
1455081.74772933,725827.21348349,4404,T,Tilia cordata 'Greenspire',23,50,0,171,intervale av,2022/08/01 00:00:00+00,{89A4950C-4177-4274-9347-24BCA98919DD}
1455033.31016216,725749.088639736,4406,T,Tilia cordata 'Greenspire',21,70,0,163,intervale av,2013/12/13 00:00:00+00,{3D48E927-A988-45DF-B4D5-66345A10C202}
1455000.49789183,725697.786576986,4407,T,Tilia cordata 'Greenspire',26,50,0,155,intervale av,2022/08/01 00:00:00+00,{F73A3A14-B29A-4E53-BC47-C6C2F9FFC589}
1454936.43535591,725597.265780658,4408,T,Celtis occidentalis,8,80,0,145,intervale av,2017/07/25 00:00:00+00,{E41E565D-A8FE-4F2A-96B9-03131DB51943}
1454909.61224683,725557.942696571,4409,T,Tilia cordata 'Greenspire',22,70,0,141,intervale av,2020/08/21 00:00:00+00,{AD540121-B84B-42E1-998D-5D4BF249435E}
1454885.65396141,725515.755116902,4410,S,Unknown,0,0,0,135,intervale av,2020/08/21 00:00:00+00,{C9F0D541-1CE4-45C5-AE45-55CF8F970183}
1454860.13334316,725475.91136457,4411,T,Celtis occidentalis,9,70,0,133,intervale av,2014/04/10 00:00:00+00,{3A055350-413B-4528-87FC-7B7186F52904}
1454833.83123041,725436.067612238,4412,S,Tilia cordata 'Greenspire',27,50,0,123,intervale av,2020/08/20 00:00:00+00,{B86B4F0A-A3A4-4CBB-8F40-85E2C75861C3}
1454863.25833691,725408.203166656,4413,T,Pyrus calleryana 'Chanticleer',14,70,0,72,archibald st,2014/04/10 00:00:00+00,{4050D387-C325-4ED3-9C3F-35C5B48D9BF7}
1454877.84164108,725435.286445819,4414,T,Pyrus calleryana 'Chanticleer',8,70,0,72,archibald st,2014/04/10 00:00:00+00,{8B1C9D4D-CBD3-4F36-9D4C-C45DB1E59EDF}
1454938.71815975,725525.409625158,4415,T,Acer ginnala,8,70,0,142,intervale av,2014/04/10 00:00:00+00,{BDF54B21-6177-4098-BB7E-4CBEE94C47D8}
1454997.37289808,725624.34905982,4416,T,Acer campestre,17,70,0,150,intervale av,2013/12/13 00:00:00+00,{7B8A0B75-1B52-4ADD-87A4-1BC798D085AF}
1455043.726808,725692.057257742,4417,T,Acer campestre,14,70,0,160,intervale av,2018/07/12 00:00:00+00,{2A79EB8F-A05D-40F9-B5BB-7CE157E1238A}
1455126.53930641,725824.869656153,4418,T,Acer ginnala,8,70,0,176,intervale av,2023/09/19 00:00:00+00,{A3C5D7CE-B76B-4BFA-AB90-87F954CDCBDE}
1455149.19575716,725858.723919153,4419,T,syringa reticulata,2,80,2022,180,intervale av,2022/11/16 00:00:00+00,{16E5278A-867C-40BB-BAEF-16B9CDD1BBE6}
1455523.93516516,725831.380141824,4420,T,Gleditsia triacanthos var. inermis 'Shademaster',2,80,2022,51,bright st,2022/11/16 00:00:00+00,{AEABBFFA-A812-425F-8E58-2EE9D8ECF19F}
1455525.49782608,725797.526206903,4421,S,Fraxinus pennsylvanica 'Cimmaron',20,70,0,47,bright st,2022/08/09 00:00:00+00,{624F332C-7DAC-4164-B3D2-7966EEB6ACC9}
1455528.10182349,725720.442699656,4422,T,Acer x freemanii,6,80,2017,39,bright st,2022/08/09 00:00:00+00,{1017186B-1BF5-4D69-BBB9-7E8486EC2974}
1455530.706149,725655.859495491,4423,T,Acer x freemanii,6,80,2017,33,bright st,2022/08/09 00:00:00+00,{1739E283-3155-4737-9406-E4FFC350EC16}
1455569.12962858,725462.811653242,4424,T,Malus 'Shotizam',2,80,2021, ,bright st,2021/11/22 00:00:00+00,{EB110FCD-C966-4B54-9777-86B3FF089FC0}
1455568.78251641,725484.165941238,4425,T,Acer triflorum,2,80,2021, ,bright st,2021/05/05 00:00:00+00,{52433D85-232F-49E5-8689-BFB0C472719B}
1455566.38324299,725558.723862991,4426,S,Malus spp,11,0,0,26,bright st,2019/11/07 00:00:00+00,{0743E14A-29EB-4CE9-8589-C8C339846D80}
1455564.03941566,725606.900931992,4427,T,Malus spp,8,70,0,30,bright st,2021/01/06 00:00:00+00,{42E34448-3AEE-4C51-AE84-3CCFBC3B721E}
1455561.95608649,725688.671765819,4428,T,Crataegus spp,2,80,2022,30,bright st,2022/11/16 00:00:00+00,{71ACDB5A-C841-4E63-85EB-FF32D90CE101}
1455560.91442191,725736.067668408,4429,T,Malus spp,8,70,0,42,bright st,2013/12/13 00:00:00+00,{76752595-0641-4679-8B69-D6EAF52738D3}
1455559.64998874,725771.694565654,4430,T,Malus 'Hargozam',2,80,2021,46,bright st,2022/08/09 00:00:00+00,{9844B251-474C-49B9-8DA3-524E3D1BC490}
1455556.74776358,725807.942852736,4431,T,Malus spp,11,80,0,48,bright st,2022/08/09 00:00:00+00,{89331A98-E89E-47C2-AC01-7628E1825B9A}
1455554.36489433,725844.955573991,4432,T,Malus spp,13,70,0,50,bright st,2022/08/09 00:00:00+00,{53A2430F-3CE4-4398-A8CA-37E98257A8F7}
1455555.44560083,725877.213711575,4433,T,Malus 'Hargozam',2,80,2021,56,bright st,2022/08/09 00:00:00+00,{7819F8D2-C6B1-414D-B030-30312AC82F6E}
1456808.64552224,716141.52649007,4434,T,Acer platanoides,12,70,0,140,ledge rd,2013/12/13 00:00:00+00,{97740951-3536-4A86-820B-01DB73D91235}
1456786.42345383,716429.373683408,4435,T,syringa reticulata,9,80,0,32,edgewood ln,2021/07/02 00:00:00+00,{19CB44C4-748D-45DD-AB31-F307B2D5613E}
1456678.7845615,716108.887447737,4436,T,Liquidambar styraciflua,3,80,2017,120,ledge rd,2021/07/02 00:00:00+00,{D280525C-DD30-46CD-949D-E1C72E2337D2}
1456723.92357883,716110.276552573,4437,T,Acer saccharinum,27,70,0,120,ledge rd,2013/12/13 00:00:00+00,{46E73B4F-2A3F-4673-9D99-32373A94F512}
1456860.65099566,716111.240461402,4438,T,Celtis occidentalis,7,80,2007,140,ledge rd,2021/07/02 00:00:00+00,{63987E9B-078D-4EF6-A553-FBEA76E91682}
1456894.3313745,716111.587573573,4439,T,Celtis occidentalis,8,80,2007,140,ledge rd,2021/07/02 00:00:00+00,{38956B97-9257-47D1-B211-5B81F336D6F0}
1456944.33160258,716112.803122319,4440,T,Celtis occidentalis,9,80,2007,140,ledge rd,2021/07/02 00:00:00+00,{10E1C1C9-8005-48FF-A818-2156C79D2259}
1456988.50671108,716113.748658486,4441,T,Acer platanoides,10,50,0,144,ledge rd,2021/07/02 00:00:00+00,{4655885A-49A7-44FF-A1D7-294DD3DEA01D}
1457014.20121349,716115.137435235,4442,T,Acer x freemanii 'Marmo',4,80,2016,144,ledge rd,2021/07/02 00:00:00+00,{AAB9F8D0-70F8-43A8-8B97-7755A75D916E}
1457394.40944258,716133.887397736,4443,T,Pinus strobus,29,50,0, ,south prospect st,2017/07/05 00:00:00+00,{68471476-3360-4D7B-AE19-85FC5BCD9739}
1457559.68732725,718392.220807575,4444,T,Acer x freemanii 'Celebration',6,80,2017,419,south prospect st,2019/03/28 00:00:00+00,{99C70859-CAE9-49C6-BBF5-6B2C955757BD}
1457555.52066891,718367.91540999,4445,S,Acer platanoides,13,70,0,419,south prospect st,2013/12/13 00:00:00+00,{F7D8F856-B82F-423B-B310-9E4DBCA2D795}
1457545.79857549,718319.998511069,4446,T,Acer platanoides,13,70,0,429,south prospect st,2013/12/13 00:00:00+00,{B5781711-A7A6-431D-9611-D4F1D0DA0199}
1457539.548588,718290.831902735,4447,S,Acer platanoides,22,0,0,429,south prospect st,2020/10/13 00:00:00+00,{4ABEF7A1-358F-4C7C-94AC-E47500521C57}
1457528.43738975,718248.818207242,4448,T,Tilia cordata 'Shamrock',4,80,0,433,south prospect st,2019/07/02 00:00:00+00,{2BBC1488-3ADB-432C-ABB5-88124B93FAE9}
1457522.88162658,718223.123704821,4449,T,Acer platanoides,13,50,0,433,south prospect st,2013/12/13 00:00:00+00,{01573ECB-2470-4CFE-B2D7-0126E4F4623A}
1457511.77075641,718172.082140237,4450,T,Acer platanoides,13,70,0,443,south prospect st,2013/12/13 00:00:00+00,{E2F1E675-2D07-4F9D-B8E8-110DB63E780A}
1457495.10412308,718102.984837487,4452,T,Acer x freemanii 'Celebration',2,80,2017,449,south prospect st,2021/06/23 00:00:00+00,{4E8E5EB5-C586-4B0D-8493-C1432EFD876E}
1457484.68747725,718058.887484737,4453,T,Tilia cordata,8,80,0,449,south prospect st,2021/06/23 00:00:00+00,{99B537B4-38A8-4084-9D42-6FA7B7745973}
1457476.70127274,718023.123776741,4454,T,Tilia cordata,17,70,0,449,south prospect st,2021/06/23 00:00:00+00,{473BA102-1345-4189-AB2C-D5C67EDC2314}
1457466.63173908,717979.026423991,4455,T,Acer x freemanii 'Autumn Blaze',6,70,0,463,south prospect st,2013/12/13 00:00:00+00,{12806113-2D15-4236-87F6-E682933A1A01}
1457453.09009949,717935.970735818,4456,T,Tilia cordata,14,70,0,463,south prospect st,2013/12/13 00:00:00+00,{F4C65BD4-3CDC-492D-9153-81393722D3E8}
1455940.65906924,724232.388589151,4457,T,Tilia cordata 'Greenspire',23,70,0, ,booth st,2020/05/28 00:00:00+00,{505CAE7D-126D-49EE-87B5-F6B3C161078B}
1455943.39331575,724144.627937905,4458,T,Tilia cordata 'Greenspire',17,70,0, ,booth st,2013/12/16 00:00:00+00,{389C6AF4-3FCA-4BFA-B4BD-C21F51E4F615}
1455944.56522941,724027.961504571,4459,T,Acer ginnala,10,70,0,31,booth st,2013/12/16 00:00:00+00,{1F642490-9FCC-4DDE-8D68-7F82B3005F69}
1455945.86739216,724008.299798489,4460,T,Acer platanoides,8,50,0,31,booth st,2013/12/16 00:00:00+00,{73474731-F361-46B0-821D-10B07AB0B012}
1455947.24074899,723948.543028235,4461,T,syringa reticulata,2,80,2021,25,booth st,2021/11/22 00:00:00+00,{F6C8EF8E-48CF-4775-B1DF-0B6D3737341E}
1455947.429725,723941.50301607,4462,S,Acer ginnala,9,0,0,25,booth st,2021/06/23 00:00:00+00,{8506B2D7-DC2B-484E-B906-901A2ECDF532}
1455949.17742491,723880.775119156,4463,S,Acer ginnala,16,0,0,19,booth st,2023/10/10 00:00:00+00,{E837A8DD-076B-4CB8-B043-AC8C5620E81A}
1455950.27650408,723828.837887071,4464,T,Maackia amurensis,9,70,0,17,booth st,2019/12/13 00:00:00+00,{795A914B-0B02-414B-B59C-C26D4D538EC5}
1455953.15904425,723717.15405532,4465,T,Syringa reticulata 'Ivory Silk',2,80,2018,62,loomis st,2018/10/30 00:00:00+00,{8769C44A-B1E4-4FE0-BBC6-40A5AD3E66CF}
1455985.05989908,723718.456218071,4466,T,Tilia cordata 'Greenspire',22,70,0,78,loomis st,2021/06/23 00:00:00+00,{2E93F2C6-DB6F-45F5-A62B-58221BE87FD9}
1455983.62781533,723772.362278238,4467,T,Tilia cordata 'Greenspire',22,70,0,8,booth st,2018/10/04 00:00:00+00,{D8FEAC49-5924-4AA5-BB13-534C9BE85E85}
1455982.84664891,723815.331024319,4468,T,Acer platanoides,12,50,0,12,booth st,2021/06/23 00:00:00+00,{0914C6B5-D7EF-49AB-BF4A-18D0C4449513}
1455981.283988,723868.456246153,4469,T,Tilia cordata 'Greenspire',24,70,0,16,booth st,2021/06/23 00:00:00+00,{44EE7D2C-C245-4E9A-8D47-663D59F7CF2F}
1455980.24232341,723906.476839408,4470,T,Tilia cordata 'Greenspire',26,70,0,20,booth st,2021/06/23 00:00:00+00,{66DE0C6E-C204-425C-93F4-7724AF505AEF}
1455979.20065883,723954.393738322,4471,T,Fraxinus pennsylvanica 'Patmore',5,80,0,24,booth st,2013/12/16 00:00:00+00,{635748D4-4DEF-4C75-BFD4-48CCF6B8943D}
1455978.80991158,723979.523937404,4472,T,Fraxinus pennsylvanica 'Cimmaron',12,70,0,28,booth st,2013/12/16 00:00:00+00,{8285176F-CAD2-4270-9ABA-88F13ED4FE94}
1455978.28924333,723999.96648182,4473,R,,0,0,0,28,booth st,2014/09/12 00:00:00+00,{354BFD58-6EA1-422D-81A1-0F89048D330C}
1455978.02874516,724029.914584652,4474,T,Acer saccharinum,40,70,0,32,booth st,2014/07/16 00:00:00+00,{3F00B023-40F4-439D-84DD-26B2CF8BDE1A}
1455975.945416,724109.341591157,4475,T,Acer platanoides 'Crimson King',19,70,0,40,booth st,2021/06/23 00:00:00+00,{720B3FE0-0D56-461B-8603-D7BF0150E286}
1455974.77350233,724146.06034974,4476,T,Acer saccharinum,25,70,0,44,booth st,2013/12/16 00:00:00+00,{1B0F336D-C8AB-4897-B813-C2C42760DD9F}
1455973.08092041,724201.268572658,4477,T,Tilia cordata 'Greenspire',22,70,0,52,booth st,2018/12/03 00:00:00+00,{17189F28-B617-4B19-8FCB-008C442F95F9}
1455971.90900674,724249.706139825,4478,T,Tilia cordata 'Greenspire',24,70,0,56,booth st,2018/12/03 00:00:00+00,{DB05A047-DCA0-45C7-A96F-B5BEFDEB0982}
1455923.47143958,724166.502894156,4479,T,Tilia cordata 'Greenspire',23,70,0, , ,2023/06/05 00:00:00+00,{4B823802-DBA8-4528-808C-078F4AE1665F}
1455923.34119049,724206.607144654,4480,T,Tilia cordata 'Greenspire',16,70,0, , ,2023/06/05 00:00:00+00,{E13C7FC2-B757-48CA-9139-C4D3C68D70B5}
1455904.33072983,724170.799801573,4481,T,syringa reticulata,3,70,0, , ,2013/12/16 00:00:00+00,{9CEA7008-6C60-40C2-BE4A-83C251F51CDD}
1455909.53905275,724189.289593987,4482,T,syringa reticulata,3,70,0, , ,2013/12/16 00:00:00+00,{A99A2352-C96A-4CE6-8A5B-0EAAD9170F02}
1455879.47907349,724230.737017654,4483,T,syringa reticulata,4,70,0, , ,2013/12/16 00:00:00+00,{7CB1B803-E4D2-439A-8723-3E9796E88E5C}
1455891.57058474,724190.20100949,4484,T,syringa reticulata,5,70,0, , ,2013/12/16 00:00:00+00,{2F58880E-49E7-41AC-A478-0FA508765622}
1455894.95574858,724208.560224742,4485,T,syringa reticulata,6,80,0, , ,2013/12/16 00:00:00+00,{2ED9E119-E4BB-47B0-9FF4-E1F2F37FEDFA}
1455878.28911525,724210.383383818,4486,T,syringa reticulata,5,70,0, , ,2013/12/16 00:00:00+00,{6C08094A-F928-4A97-B197-33CE378A521F}
1455895.97215075,724231.605126157,4487,R,,0,0,0, , ,2017/10/16 00:00:00+00,{C62446BF-089D-4DEF-9C7B-66BFF511948B}
1455861.23206275,724231.21667549,4488,T,syringa reticulata,4,80,0, , ,2013/12/16 00:00:00+00,{70AA73FA-5C20-4771-844F-3A6DCAAF367D}
1455886.23201274,724255.956127323,4489,T,Tilia cordata 'Greenspire',18,70,0, , ,2023/06/05 00:00:00+00,{4BFB8CC3-0763-42E0-A201-C6FB5804A111}
1455851.50964125,724255.869513318,4490,T,Tilia cordata 'Greenspire',22,70,0, , ,2023/06/05 00:00:00+00,{E4C76AB6-1320-4D91-A714-22B551807FA5}
1455830.67634958,724256.129683405,4491,T,Tilia cordata 'Greenspire',13,70,0, , ,2023/06/05 00:00:00+00,{EF616CB3-39B5-448A-A045-4EBF1BA56B30}
1455815.05138083,724256.129683405,4492,T,Tilia cordata 'Greenspire',36,50,0, , ,2023/06/05 00:00:00+00,{15346D31-DE41-45FE-BDD1-A8153CABC1B6}
1455796.82208658,724256.129683405,4493,S,syringa reticulata,13,0,0, , ,2019/07/19 00:00:00+00,{1180F536-80B3-416C-8E8C-DF120F2B156A}
1455778.07212408,724244.671372987,4494,R,Unknown,0,0,0, , ,2023/05/31 00:00:00+00,{E46432D2-39DE-4998-9E92-98C87BA658D5}
1455749.16601391,724244.931871153,4495,T,syringa reticulata,24,70,0, , ,2023/05/31 00:00:00+00,{E9D04282-899F-4837-BEF6-863B7725D754}
1455751.33595708,724219.367617823,4496,T,syringa reticulata,20,70,0, , ,2023/05/31 00:00:00+00,{4BF8FFF9-89A3-459C-B33F-7A0C327BA3EF}
1455786.36213375,724210.643553905,4497,T,Acer saccharum,12,80,0, , ,2023/05/31 00:00:00+00,{C2253972-BD1F-4EAD-A08A-3AFD0357333A}
