Tree,Common_Name,Botanical,DBH,Age_Class,Condition
2371,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2372,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2373,Ash-White,Fraxinus americana,4,Young,Good
2374,Ash-White,Fraxinus americana,3,Young,Good
2375,Ash-White,Fraxinus americana,4,Young,Good
2376,Ash-Green,Fraxinus pennsylvanica,5,Young,Good
2377,Ash-Green,Fraxinus pennsylvanica,5,Young,Good
2378,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2379,Ash-White,Fraxinus americana,4,Young,Good
2380,Ash-White,Fraxinus americana,3,Young,Good
2381,Ash-White,Fraxinus americana,4,Young,Good
2382,Ash-White,Fraxinus americana,4,Young,Good
2383,Ash-White,Fraxinus americana,3,Young,Good
2384,Ash-White,Fraxinus americana,4,Young,Good
2385,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2386,Ash-White,Fraxinus americana,4,Young,Good
2387,Birch-River,Betula nigra,2,Young,Fair
2388,Birch-River,Betula nigra,1,Young,Fair
2389,Birch-River,Betula nigra,2,Young,Good
2390,Birch-River,Betula nigra,2,Young,Good
2391,Birch-River,Betula nigra,3,Young,Good
2392,Oak- Northern Red,Quercus rubra,7,New planting,Good
2393,Crabapple,Malus sp,9,Mature,Good
2394,Crabapple,Malus sp,4,Mature,Good
2395,Oak- Northern Red,Quercus rubra,7,Young,Fair
2396,Maple-Norway,Acer platanoides,15,Semi-mature,Good
2397,Lilac-Japanese Tree,Syringa reticulata,2,Young,Good
2398,Oak-Swamp White,Quercus bicolor,3,Young,Good
2399,Tupelo-Black,Nyssa sylvatica,3,Young,Good
2400,Hornbeam-American,Carpinus caroliniana,2,Young,Good
2401,Oak-Swamp White,Quercus bicolor,3,Young,Good
2402,Oak-Swamp White,Quercus bicolor,4,Young,Good
2403,Oak-Swamp White,Quercus bicolor,4,Young,Good
2404,Oak-Swamp White,Quercus bicolor,4,Young,Good
2405,Oak-Swamp White,Quercus bicolor,4,Young,Fair
2406,Oak-Swamp White,Quercus bicolor,4,Young,Fair
2407,Tupelo-Black,Nyssa sylvatica,3,Young,Good
2408,Honeylocust-Thornless Common,Gleditsia triacanthos,2,Young,Good
2409,Honeylocust-Thornless Common,Gleditsia triacanthos,2,Young,Good
2410,Honeylocust-Thornless Common,Gleditsia triacanthos,2,Young,Good
2411,Honeylocust-Thornless Common,Gleditsia triacanthos,2,Young,Good
2412,Coffeetree-Kentucky,Gymnocladus dioicus,4,Young,Good
2413,Hornbeam-American,Carpinus caroliniana,4,Young,Good
2414,Coffeetree-Kentucky,Gymnocladus dioicus,4,Young,Good
2415,Hornbeam-American,Carpinus caroliniana,4,Young,Good
2416,Coffeetree-Kentucky,Gymnocladus dioicus,3,Young,Good
2417,Planetree-London,Platanus x acerifolia,4,Young,Good
2418,Planetree-London,Platanus x acerifolia,4,Young,Good
2419,Planetree-London,Platanus x acerifolia,4,Young,Good
2420,Planetree-London,Platanus x acerifolia,5,Young,Good
2421,Crabapple,Malus sp,7,Mature,Fair
2422,Crabapple,Malus sp,6,Mature,Good
2423,Crabapple,Malus sp,4,Semi-mature,Good
2424,Crabapple,Malus sp,3,Semi-mature,Good
2425,Crabapple,Malus sp,3,Semi-mature,Good
2426,Common Larch,Larix decidua,13,Semi-mature,Good
2427,Common Larch,Larix decidua,17,Mature,Good
2428,Tamarack,Larix laricina,9,Semi-mature,Good
2429,Honeylocust-Thornless Common,Gleditsia triacanthos,16,Mature,Good
2430,Hornbeam-American,Carpinus caroliniana,2,Young,Good
2431,Hornbeam-American,Carpinus caroliniana,1,Young,Good
2432,Planetree-London,Platanus x acerifolia,4,Young,Good
2433,Crabapple,Malus sp,13,Mature,Good
2434,Crabapple,Malus sp,9,Mature,Good
2435,Crabapple,Malus sp,10,Mature,Good
2436,Maple-Norway,Acer platanoides,10,Semi-mature,Fair
2437,Maple-Norway,Acer platanoides,15,Semi-mature,Fair
2438,Maple-Norway,Acer platanoides,8,Semi-mature,Fair
2439,Maple-Norway,Acer platanoides,12,Semi-mature,Poor
2440,Maple-Norway,Acer platanoides,10,Semi-mature,Good
2441,Maple-Norway,Acer platanoides,7,Semi-mature,Good
2442,Maple-Norway,Acer platanoides,10,Semi-mature,Poor
2443,Maple-Norway,Acer platanoides,14,Semi-mature,Poor
2444,Maple-Norway,Acer platanoides,8,Semi-mature,Poor
2445,Pine-Eastern White,Pinus strobus,19,Mature,Fair
2446,Pine-Eastern White,Pinus strobus,24,Mature,Fair
2447,Pine-Eastern White,Pinus strobus,14,Semi-mature,Fair
2448,Pine-Eastern White,Pinus strobus,17,Semi-mature,Fair
2449,Pine-Eastern White,Pinus strobus,19,Mature,Fair
2450,Maple-Norway,Acer platanoides,16,Semi-mature,Fair
2451,Maple-Norway,Acer platanoides,10,Semi-mature,Fair
2452,Maple-Norway,Acer platanoides,8,Semi-mature,Fair
2453,Pine-Eastern White,Pinus strobus,16,Semi-mature,Fair
2454,Maple-Norway,Acer platanoides,10,Semi-mature,Good
2455,Maple-Norway,Acer platanoides,9,Semi-mature,Fair
2456,Maple-Norway,Acer platanoides,10,Semi-mature,Fair
2457,Maple-Norway,Acer platanoides,20,Mature,Poor
2458,Ash-Green,Fraxinus pennsylvanica,16,Semi-mature,Poor
2459,Maple-Norway,Acer platanoides,8,Semi-mature,Fair
2460,Maple-Norway,Acer platanoides,9,Semi-mature,Fair
2461,Maple-Norway,Acer platanoides,16,Semi-mature,Fair
2462,Maple-Norway,Acer platanoides,17,Semi-mature,Poor
2463,Pine-Eastern White,Pinus strobus,11,Semi-mature,Poor
2464,Ash-Green,Fraxinus pennsylvanica,21,Mature,Poor
2465,Maple-Norway,Acer platanoides,27,Mature,Poor
2466,Maple-Norway,Acer platanoides,19,Semi-mature,Fair
2467,Crabapple,Malus sp,11,Mature,Fair
2468,Pine-Eastern White,Pinus strobus,29,Mature,Poor
2469,Crabapple,Malus sp,4,Mature,Fair
2470,Crabapple,Malus sp,5,Mature,Fair
2471,Russian-olive,Elaeagnus angustifolia,4,Mature,Poor
2472,Pear-Common,Pyrus communis,2,New planting,Fair
2473,Hemlock-Canadian,Tsuga canadensis,11,Semi-mature,Fair
2474,Hemlock-Canadian,Tsuga canadensis,14,Semi-mature,Fair
2475,Hemlock-Canadian,Tsuga canadensis,12,Semi-mature,Fair
2476,Hemlock-Canadian,Tsuga canadensis,5,Semi-mature,Fair
2477,Hemlock-Canadian,Tsuga canadensis,4,Semi-mature,Fair
2478,Hemlock-Canadian,Tsuga canadensis,7,Semi-mature,Fair
2479,Hemlock-Canadian,Tsuga canadensis,6,Semi-mature,Fair
2480,Hemlock-Canadian,Tsuga canadensis,13,Semi-mature,Poor
2481,Hemlock-Canadian,Tsuga canadensis,10,Semi-mature,Poor
2482,Hemlock-Canadian,Tsuga canadensis,13,Mature,Poor
2483,Hawthorn,Crataegus sp,7,Mature,Fair
2484,Linden-Bigleaf,Tilia platyphyllos,14,Semi-mature,Fair
2485,Crimson King Maple,Acer platanoides,27,Mature,Fair
2486,Birch-Paper,Betula papyrifera,13,Mature,Good
2487,Maple-Norway,Acer platanoides,12,Semi-mature,Good
2488,Arborvitae-Eastern,Thuja occidentalis,10,Mature,Good
2489,Arborvitae-Eastern,Thuja occidentalis,9,Mature,Good
2490,Arborvitae-Eastern,Thuja occidentalis,10,Mature,Good
2491,Maple-Norway,Acer platanoides,21,Mature,Fair
2492,Ash-Green,Fraxinus pennsylvanica,6,Semi-mature,Poor
2493,Maple-Red,Acer rubrum,14,Semi-mature,Good
2494,Maple-Sugar,Acer saccharum,17,Semi-mature,Good
2495,Crabapple,Malus sp,6,Mature,Fair
2496,Linden-Littleleaf,Tilia cordata,12,Semi-mature,Fair
2497,Maple-Norway,Acer platanoides,17,Mature,Fair
2498,Cherry-Flowering,Prunus serrulata,7,Mature,Fair
2499,Fir-Balsam,Abies balsamea,19,Mature,Poor
2500,grand fir,Abies grandis,2,Young,Fair
2501,Lilac-Japanese Tree,Syringa reticulata,6,Semi-mature,Fair
2502,Lilac-Japanese Tree,Syringa reticulata,5,Semi-mature,Fair
2503,Lilac-Japanese Tree,Syringa reticulata,4,Semi-mature,Fair
2504,Oak-Pin,Quercus palustris,14,Semi-mature,Poor
2505,Crimson King Maple,Acer platanoides,1,Young,Poor
2506,Maple-Red,Acer rubrum,3,Young,Fair
2507,Maple-Red,Acer rubrum,3,Young,Good
2508,Maple-Red,Acer rubrum,3,Young,Poor
2509,Crabapple,Malus sp,9,Mature,Fair
2510,Maple-Red,Acer rubrum,3,Young,Fair
2511,Maple-Red,Acer rubrum,4,Young,Fair
2512,Maple-Red,Acer rubrum,3,Young,Fair
2513,Maple-Norway,Acer platanoides,15,Semi-mature,Fair
2514,Maple-Norway,Acer platanoides,15,Semi-mature,Poor
2515,Maple-Norway,Acer platanoides,9,Semi-mature,Fair
2516,Crabapple,Malus sp,5,Mature,Fair
2517,Common Larch,Larix decidua,15,Semi-mature,Fair
2518,Common Larch,Larix decidua,13,Semi-mature,Good
2519,Common Larch,Larix decidua,16,Semi-mature,Fair
2520,Maple-Sugar,Acer saccharum,5,Semi-mature,Poor
2521,Locust-Black,Robinia pseudoacacia,25,Mature,Fair
2522,Linden-European,Tilia x europaea,14,Semi-mature,Good
2523,Linden-European,Tilia x europaea,14,Semi-mature,Good
2524,Maple-Silver,Acer saccharinum,33,Over-mature,Poor
2525,Oak-Pin,Quercus palustris,16,Semi-mature,Poor
2526,Linden-European,Tilia x europaea,14,Semi-mature,Fair
2527,Oak- Northern Red,Quercus rubra,24,Mature,Fair
2528,Linden-European,Tilia x europaea,13,Semi-mature,Good
2529,Linden-European,Tilia x europaea,13,Semi-mature,Good
2530,Maple-Sugar,Acer saccharum,4,Young,Poor
2531,Linden-European,Tilia x europaea,15,Semi-mature,Fair
2532,Linden-European,Tilia x europaea,11,Semi-mature,Fair
2533,Crabapple,Malus sp,11,Mature,Fair
2534,Spruce-White,Picea glauca,14,Mature,Fair
2535,Maple-Red,Acer rubrum,18,Mature,Poor
2536,Maple-Sugar,Acer saccharum,18,Mature,Poor
2537,Crimson King Maple,Acer platanoides,17,Mature,Fair
2538,Crimson King Maple,Acer platanoides,25,Semi-mature,Fair
2539,Crabapple,Malus sp,6,Semi-mature,Good
2540,Fir-White,Abies concolor,20,Mature,Poor
2541,Arborvitae-Eastern,Thuja occidentalis,6,Mature,Fair
2542,Maple-Norway,Acer platanoides,19,Mature,Fair
2543,Maple-Red,Acer rubrum,14,Semi-mature,Fair
2544,Crabapple,Malus sp,8,Semi-mature,Good
2545,Catalpa-Northern,Catalpa speciosa,30,Mature,Fair
2546,Catalpa-Northern,Catalpa speciosa,20,Mature,Fair
2547,Locust-Black,Robinia pseudoacacia,24,Mature,Fair
2548,Locust-Black,Robinia pseudoacacia,19,Mature,Poor
2549,Locust-Black,Robinia pseudoacacia,14,Mature,Poor
2550,Locust-Black,Robinia pseudoacacia,12,Semi-mature,Fair
2551,Locust-Black,Robinia pseudoacacia,21,Mature,Poor
2552,Locust-Black,Robinia pseudoacacia,19,Mature,Poor
2553,Oak - Scarlet,Quercus coccinea,32,Mature,Good
2554,Locust-Black,Robinia pseudoacacia,13,Mature,Poor
2555,Locust-Black,Robinia pseudoacacia,20,Mature,Poor
